AAIIIIIIIIIIIII,"See Notepad"
ONEHUNDREDYEARS,"Hope's time"
ONEIRONCLADDIVA,"Description of Kathleen Battle in armor?"
ONELETTERTOOLON,"Problem with this clue's answer"
ONELOINPORKCHOP,"Entree for a solitary diner"
ONEMINUTETOZERO,"Mitchum war film"
ONEMINUTETOZERO,"Robert Mitchum movie of 1952"
ONEMINUTETOZERO,"Robert Mitchum/Ann Blyth movie of 1952"
ONEMOMENTINTIME,"1988 Whitney Houston hit"
ONEMOMENTINTIME,"Instant, or a 1988 Whitney Houston hit"
ONEMOMENTINTIME,"Whitney Houston hit"
ONEMOMENTINTIME,"Whitney Houston hit recorded for the 1988 Summer Olympics"
ONEMOMENTINTIME,"Whitney Houston song used by NBC for the 1988 Summer Olympics"
ONEMOMENTPLEASE,"""Hang on..."""
ONEMOMENTPLEASE,"""Hold on"""
ONEMOMENTPLEASE,"DO hang on!"
ONEMOMENTPLEASE,"Line of business"
ONEMOMENTPLEASE,"Old company telephone line"
ONEMOMENTPLEASE,"Operator's line"
ONEMOMENTPLEASE,"Operator's phrase"
ONEMOMENTPLEASE,"Phone line?"
ONEMOMENTPLEASE,"Telephone line"
ONEMOREFTHEROAD,"Order to a barman"
ONEMORESYLLABLE,"END OF INSTRUCTIONS"
ONEMUSTALWAYSBE,"Quote, part 3"
ONENAMEDSINGERS,"What the four theme answers start with"
ONENATIONUNDEOD,"Pledge of Allegiance phrase"
ONENEVERCANTELL,"""Could be!"""
ONENEVERCANTELL,"""Who knows?"""
ONEOCLOCKCOWBOY,"Sequel to a 1969 Dustin Hoffman movie?"
ONEOFTHECCCCCCC,"Arctic or Indian, e.g.?"
ONEOFTHEKETTLES,"PA"
ONEONONEDEFENSE,"Basketball zone alternative"
ONEONONESESSION,"Private meeting"
ONEONONESESSION,"Private two-person meeting"
ONEREASONIDONOT,"Start of a quip by Lady Astor"
ONEROUNDOFCARDS,"Trick"
ONESCHLUMPORTWO,"""How many fools do we have here?""?"
ONESECONDPLEASE,"""Hold on!"""
ONESECONDPLEASE,"""Just a moment"""
ONESECONDPLEASE,"""Just a moment..."""
ONESHOULDALWAYS,"Start of a quote from ""An Ideal Husband"""
ONESIDEDVICTORY,"Rout"
ONESMONEYSWORTH,"Good buy"
ONESTOPSHOPPING,"Retail come-on"
ONESTOPSHOPPING,"Superstore advantage"
ONESTOPSHOPPING,"The call of the mall"
ONESTOPSHOPPING,"Your best buying opportunity?"
ONESWILLSUFFICE,"Little advice? Part three"
ONETHINGATATIME,"""Don't rush me!"""
ONETHINGATATIME,"Individually"
ONETHINGATATIME,"Methodically, point by point"
ONETHINGATATIME,"Separation order"
ONETHINGATATIME,"Step by step"
ONETHINGBUTMEAN,"Definition, part 2"
ONETHINKATATIME,"How organized philosophers deal with ideas?"
ONETHOUSANDNINE,"MIX"
ONETOUCHOFVENUS,"1943 Kurt Weill musical"
ONETOUCHOFVENUS,"1943 Mary Martin musical"
ONETOUCHOFVENUS,"1948 Ava Gardner film"
ONETOUCHOFVENUS,"Gardner film: 1948"
ONETOUCHOFVENUS,"Nash/Weill musical"
ONETOUCHOFVENUS,"Pat from de Milo?"
ONETOUCHOFVENUS,"The gods' favorite Ava Gardner film?"
ONETOUCHOFVENUS,"Weill-Nash musical, 1943"
ONETWOTHREEFOUR,"Puzzling sequence for today"
ONETWOTHREEKICK,"Classic Xavier Cugat song... or a hint to the invitation in the circled letters"
ONETYPEOFBEETLE,"Dung"
ONEUSETOPREPARE,"More of the riddle"
ONEVERYONESLIPS,"In the gossip mill"
ONEWAYORANOTHER,"... where we had to choose ___"
ONEWAYORANOTHER,"Blondie number"
ONEWAYORANOTHER,"By any means necessary"
ONEWAYORANOTHER,"Determined words"
ONEWAYORANOTHER,"No matter what"
ONEWAYORANOTHER,"Somehow"
ONEWAYTOFINDOUT,"Part 1 of quip"
ONEWHALEOFATIME,"Immensely enjoyable, in a phrase"
ONEWHOHESITATES,"Start of a quip about a vacillator"
ONEYEARWARRANTY,"Appliance purchase incentive"
ONFAMILIARTERMS,"Friendly"
ONGOODAUTHORITY,"From a reliable source"
ONGOODAUTHORITY,"With expert assurance"
ONHANDSANDKNEES,"Crawling"
ONINTIMATETERMS,"Close"
ONINTIMATETERMS,"Close, in a way"
ONINTIMATETERMS,"Familiar"
ONLADYBIRDJOHNS,"Where signs of visiting prostitutes are most frequent in the aviary?"
ONLINECARDROOMS,"B&M competitors*"
ONLINECARDROOMS,"Where to find thousands of poker players*"
ONLINENEWSPAPER,"The Seattle Post-Intelligencer, e.g."
ONLITTLECATFEET,"Like Sandburg's fog"
ONLYAFRACTIONOF,"Part 3 of the quip"
ONLYAFRACTIONOF,"Quip (Part 3)"
ONLYENOUGHBLOOD,"Part 4 of the quote"
ONLYHAVEEYESFOR,"The Flamingos ""I ___ You"""
ONLYIFNECESSARY,"When there's no other option"
ONLYMAKEBELIEVE,"Just pretend, in a Conway Twitty title"
ONLYTHEMEDIOCRE,"Start of a quip to remember on a bad day"
ONMOONLIGHTEBAY,"Day film about an evening auction spot?"
ONMYMESSAGETAPE,"""I heard it ___"""
ONNFWORLDSERIES,"Event that didn't happen"
ONOMATOPOEIAUSE,"Common feature in comic book dialogue"
ONONESHIGHHORSE,"Egotistical, like a jockey?"
ONONESHIGHHORSE,"Uppity"
ONPASSENGERSWHO,"Riddle, part 3"
ONRAREOCCASIONS,"From time to time"
ONSECONDTHOUGHT,"'Actually...'"
ONSECONDTHOUGHT,"Reservation opening"
ONSECONDTHOUGHT,"When things may become clearer"
ONSOMEBODYSTOES,"Riddle, part 5"
ONSOMESANDPAPER,"End of the riddle"
ONSPEAKINGTERMS,"Communicating (with)"
ONSPEAKINGTERMS,"Freely communicating"
ONSPEAKINGTERMS,"Getting along"
ONSPEAKINGTERMS,"Like friendly acquaintances"
ONTHEBACKBURNER,"End of the quip"
ONTHEBACKBURNER,"Low-priority"
ONTHEBACKBURNER,"Not a priority"
ONTHEBACKBURNER,"Put ___"
ONTHEBACKBURNER,"Tabled"
ONTHECHUBBYSIDE,"PORKY"
ONTHEDOTTEDLINE,"38 17 25 / 50 27 55 42 63 41 49 46 24 / 23 58 13 / 9 11 29 15 39 19 (see notepad)"
ONTHEDOTTEDLINE,"John Hancock's place"
ONTHEDOTTEDLINE,"One way to sign"
ONTHEDOTTEDLINE,"Way to sign"
ONTHEDOTTEDLINE,"Where John Hancock rests"
ONTHEDOTTEDLINE,"Where many an autograph appears"
ONTHEDOTTEDLINE,"Where to sign"
ONTHEFIRINGLINE,"Spearheading a controversy, say"
ONTHEFIRSTCOUNT,"Judge's query to a jury"
ONTHEFIRSTCOUNT,"Start of a jury foreman's statement, perhaps"
ONTHEGOLFCOURSE,"Enjoying an outing, of sorts"
ONTHEGRAVYTRAIN,"Doing very well with little effort"
ONTHEGRAVYTRAIN,"Living off another's largess"
ONTHEGRAVYTRAIN,"Living off the success of others"
ONTHEGREENHOUSE,"Where to find some glass panels?"
ONTHEPUZZLEPAGE,"Where this grid's starred answers' ends have particular relevance"
ONTHERAZORSEDGE,"How you might get cut walking through the marsh grasses?"
ONTHERAZORSEDGE,"In a precarious position"
ONTHERIGHTTRACK,"Approaching one's goal"
ONTHERIGHTTRACK,"Nearing one's goal"
ONTHERIGHTTRACK,"Proceeding normally"
ONTHERIGHTTRACK,"Proceeding satisfactorily"
ONTHERIGHTTRACK,"Put ___"
ONTHERIGHTTRACT,"Like a good building developer?"
ONTHEWATERFRONT,"1954 Brando film"
ONTHEWATERFRONT,"1954 Elia Kazan Oscar winner"
ONTHEWATERFRONT,"1954 Marlon Brando film"
ONTHEWATERFRONT,"1954 Oscar winner"
ONTHEWATERFRONT,"1954 film set in New York"
ONTHEWATERFRONT,"1954: ""Best Director, Marlon Brando in ___"""
ONTHEWATERFRONT,"American Film Institute's #8 (1954)"
ONTHEWATERFRONT,"Best Picture of 1954"
ONTHEWATERFRONT,"Big winner in 1954"
ONTHEWATERFRONT,"Featured star's movie (1957)"
ONTHEWATERFRONT,"Film (1954), actress (2003)"
ONTHEWATERFRONT,"Good movie for beach lovers?"
ONTHEWATERFRONT,"It got 12 Oscar nominations in 1954"
ONTHEWATERFRONT,"Prepositional 1954 movie"
ONTHEWRONGTRACK,"Like a bad sprinter?"
ONTIMEDEPARTURE,"Welcome words at the airport"
ONTOPOFAMANATEE,"Sea cow rider's place"
ONTOPOFTHEWORLD,"...visiting Santa's workshop?"
ONTOPOFTHEWORLD,"Ecstatic"
ONTOPOFTHEWORLD,"Elated"
ONTOPOFTHEWORLD,"End of a clumsy alpinist's quip"
ONTOPOFTHEWORLD,"Euphoric"
ONTOPOFTHEWORLD,"Feeling really good"
ONTOPOFTHEWORLD,"Feeling wonderful"
ONTOPOFTHEWORLD,"In seventh heaven"
ONTOPOFTHEWORLD,"Like Santa in ecstasy?"
ONTOPOFTHEWORLD,"Like this answer, literally"
ONTOPOFTHEWORLD,"Really happy, as a mountaineer?"
ONTOPOFTHEWORLD,"See note"
ONVALENTINESDAY,"Riddle: Part 4"
ONWARDANDUPWARD,"Positive mantra"
ONWRAPPINGPAPER,"Bow's place (and where this puzzle should be printed)"
ONYOURCELLPHONE,"Sign: Part 2"
OODLESOFNOODLES,"Lotsa pasta"
OODLESOFNOODLES,"Ramen brand"
OODLESOFNOODLES,"Ramen brand name"
OODLESOFPOODLES,"Many dogs named Fifi?"
OOPSIDIDITAGAIN,"2000 Britney Spears hit"
OOPSIDIDITAGAIN,"2000 hit album by Britney Spears"
OOPSIDIDITAGAIN,"Album that preceded ""Britney"""
OOPSIDIDITAGAIN,"Album that preceded 'Britney'"
OOPSIDIDITAGAIN,"Britney Spears hit of 2000"
OOPSIDIDITAGAIN,"Klepto's claim to Britney?"
OOPSIDIDITAGAIN,"Noted second album of 2000"
OOPSIDIDITAGAIN,"Spears album of 2000"
OOPSIDIDITAGAIN,"Spears hit of 2000"
OOPSIDIDITAGAIN,"Two forms of ID for Britney Spears?"
OPALOCKAFLORIDA,"City whose architecure has an Arabian Nights theme"
OPENACANOFWORMS,"Cause unexpected trouble"
OPENACANOFWORMS,"Create new problems"
OPENACANOFWORMS,"Encounter unexpected problems"
OPENACANOFWORMS,"Start something that one shouldn't start"
OPENACANOFWORMS,"Start trouble"
OPENACANOFWORMS,"Unlock Pandora's box"
OPENANDSHUTCASE,"Court quickie"
OPENANDSHUTCASE,"Court slam dunk"
OPENANDSHUTCASE,"Court slam dunk (plus a hint to this puzzle's theme)"
OPENANDSHUTCASE,"Courtroom certainty"
OPENANDSHUTCASE,"Courtroom quickie, maybe"
OPENANDSHUTCASE,"Courtroom sure thing"
OPENANDSHUTCASE,"Defense attorney's challenge"
OPENANDSHUTCASE,"District attorney's delight"
OPENANDSHUTCASE,"Door-to-door salesman's job?"
OPENANDSHUTCASE,"Easily decided investigation"
OPENANDSHUTCASE,"It gets little consideration"
OPENANDSHUTCASE,"It's quickly settled"
OPENANDSHUTCASE,"It's simple to solve"
OPENANDSHUTCASE,"Lock in court?"
OPENANDSHUTCASE,"No-brainer"
OPENANDSHUTCASE,"No-sweat legal matter"
OPENANDSHUTCASE,"Perform surgery on a different tech VIP Steve?"
OPENANDSHUTCASE,"Prosecutor's piece of cake"
OPENANDSHUTCASE,"Quickly decided matter"
OPENANDSHUTCASE,"Quickly-decided matter"
OPENANDSHUTCASE,"Straightforward"
OPENANDSHUTCASE,"Weddings e.g."
OPENBETTINGCITY,"Vegas? (three lines)"
OPENCOMPETITION,"Free-for-all"
OPENEDANACCOUNT,"Did some banking"
OPENEDANACCOUNT,"Prepared to do some banking"
OPENEDANACCOUNT,"Started to save, maybe"
OPENEDONESHEART,"Became compassionate"
OPENEDONESHEART,"Became emotionally receptive"
OPENENDSTRAIGHT,"5-6-7-8, for example*"
OPENFORBUSINESS,"Ready to work"
OPENFORBUSINESS,"Store sign"
OPENHOSTILITIES,"Dissension at the USGA?"
OPENINGCEREMONY,"Ribbon-cutting rite"
OPENINGPRESENTS,"December 25 activity"
OPENINGSENTENCE,"""Call Me Ishmael,"" for one"
OPENINGSENTENCE,"""It was the best of times, it was the worst of times...,"" e.g."
OPENLYEXPRESSED,"Quip, final part"
OPENONESHEARTTO,"Confide in"
OPENPANDORASBOX,"Create a whole new set of problems"
OPENPANDORASBOX,"Tempt fate"
OPENPOCKETPHONE,"Book group (3 members)"
OPENSHUTTERBUGS,"Cadid cameramen?"
OPENSKIESPOLICY,"Unrestricted flights between nations"
OPENSTHEDOORFOR,"Makes possible"
OPENTHEIRMOUTHS,"End of a humorous comparison"
OPENTHEPRESENTS,"Christmas job number 3"
OPENTHEPRESENTS,"What to do after pre-Christmas preparations"
OPENTHETHROTTLE,"Accelerate"
OPENTHETHROTTLE,"Increase engine speed fully"
OPENTOTHEPUBLIC,"Spring time"
OPENUPTHEREDBOX,"'80s Simply Red video"
OPERABYGIORDANO,"FEDORA"
OPERABYGIORDANO,"Fedora"
OPERAHOUSERULES,"La Scala/domestic guidelines"
OPERAISWHENAGUY,"Part 1 of a quip by humorist Ed Gardner"
OPERASBYPUCCINI,"Theme of this puzzle"
OPERASOICANCOME,"Part 3 of quip"
OPERATICSOPRANO,"Performer of a sort."
OPERATINGMARGIN,"Measure of profitability"
OPERATINGMARGIN,"Pricing strategy figure"
OPERATINGSYSTEM,"Computer's ""brain"""
OPERATINGSYSTEM,"Surgeons M.O.?"
OPERATINGSYSTEM,"Unix, for one"
OPERATINGSYSTEM,"Windows, for example"
OPERATINGSYSTEM,"Windows, for one"
OPERATINGTABLES,"Centers of some theaters"
OPERATINGTABLES,"Things on a cutting room floor?"
OPERATIONBOGGLE,"Military tactic designed to confuse?"
OPERATIONCONDOR,"1991 Jackie Chan film"
OPERATIONOFMODE,"In statistics class, the poor math student never understood the..."
OPINIONOFCHANGE,"Coin collector's view?"
OPINIONOFMATTER,"Einsteinian view?"
OPORTOJEFFERSON,"Founding father visiting Portugal's second city? (2)"
OPPONENTOFROCKY,"APOLLO"
OPPORTUNEMOMENT,"Best time to act"
OPPORTUNITYKNOX,"Job listing at a noted fort?"
OPPORTUNITYMEAN,"Golden"
OPPOSEAQUESTION,"Complain about test material?"
OPPOSINGCOUNSEL,"Court adversary"
OPPOSINGCOUNSEL,"Lawyer across the table"
OPPOSITEMEANING,"Element of irony"
OPPOSITENUMBERS,"Counterparts"
OPPOSITEOFFRONT,"BACH?"
OPPOSITEOFNEATH,"O'er"
OPPOSITEOFSHARP,"FLAT"
OPPOSITIONPARTY,"Canadian Alliance, e.g."
OPRAHSIDISHARPO,"Talk show host uses a ""Duck Soup"" star to log on?"
OPTICALACTIVITY,"Ability to rotate polarized light"
OPTICALILLUSION,"Desert mirage, e.g."
OPTICALILLUSION,"Eyeball bender"
OPTICALILLUSION,"It might have you both coming and going"
OPTICALILLUSION,"MIRAGE"
OPTICALILLUSION,"Magician's deception"
OPTICALILLUSION,"Necker cube, e.g."
OPTICALILLUSION,"Thing that may appear to be symmetrical but isn't... like this puzzle's grid"
OPTICALSCANNERS,"Reading devices"
ORALEXAMINATION,"Aspiring doctor's hurdle"
ORALEXAMINATION,"Degree requirement, maybe"
ORALEXAMINATION,"Driller's service?"
ORALEXAMINATION,"Grilling, perhaps"
ORALEXAMINATION,"Medical student's hurdle"
ORALEXAMINATION,"Taxing educational hurdle"
ORALEXAMINATION,"Test type"
ORANGECOTTONSUN,"Three Bowls"
ORANGEFREESTATE,"19th-century Boer republic"
ORANGEFREESTATE,"Boer War participant"
ORANGEFREESTATE,"California, after the fruit fly epidemic?"
ORANGEFREESTATE,"Former Boer republic"
ORANGEFREESTATE,"Former British colony"
ORANGEFREESTATE,"Former name of the province whose capital is Bloemfontein"
ORANGEFREESTATE,"Its capital was Bloemfontein"
ORANGEFREESTATE,"Political entity of 1854-1900"
ORANGEFREESTATE,"South African area devoid of citrus"
ORANGELIONSBELT,"Leather accessory for ING's logo?"
ORANGEMARMALADE,"Breakfast spread"
ORANGEMARMALADE,"Breakfast topping"
ORANGEMARMALADE,"Citrus preserve"
ORANGEMARMALADE,"Colorful spread"
ORANGEMARMALADE,"Florida preserve?"
ORANGEMARMALADE,"Possible scone topping"
ORANGEMARMALADE,"Spread for toast"
ORANGEMARMALADE,"Toast topping"
ORANGESUBMARINE,"Color combo #1: Communist Beatles movie?"
ORANGETREESTATE,"Florida?"
ORBITALVELOCITY,"NASA scientist's concern"
ORBITALVELOCITY,"Satellite's speed"
ORBITALVELOCITY,"Satellites may maintain it"
ORBITALVELOCITY,"Space-station speed"
ORCHESTRALEADER,"Person who works in a pit"
ORCHESTRALEADER,"WAVER"
ORCHESTRALSCORE,"Note book?"
ORCHESTRAMEMBER,"TRIANGLE"
ORCHESTRAPITIES,"Sorrow in the symphony?"
ORCHESTRASAREAS,"They're the pits"
ORDEREDFOODTOGO,"At the restaurant Mr. Ridder ___"
ORDEREDFROMATOZ,"How you should enter the letters of each Across answer in this puzzle"
ORDERINTHECOURT,"""Shhh!"""
ORDERINTHECOURT,"Call from a bench"
ORDERINTHECOURT,"Demand accompanied by a banging gavel"
ORDERINTHECOURT,"Judge's command"
ORDERINTHECOURT,"Judge's comment to the spectators"
ORDERINTHECOURT,"Judge's cry"
ORDERINTHECOURT,"Warning from a bailiff"
ORDERINTHECOURT,"Words with a gavel strike"
ORDERYOURSTODAY,"Come-on line"
OREGONTROOPSAIL,"Portland boy scouts get the flu?"
ORFEOEDEURIDICE,"Gluck opera lovers?"
ORFEOEDEURIDICE,"Opera first performed in 1762"
ORGANICCOMPOUND,"Chemist's substance"
ORGANITSTARTSTO,"Quip, Part 3"
ORGANIZATIONMAN,"Establishment character"
ORGANIZATIONMEN,"Loyal-to-a-fault employees, perhaps"
ORGANTRANSPLANT,"Change of heart, say?"
ORGANTRANSPLANT,"Change of heart?"
ORGANTRANSPLANT,"Donee's operation"
ORGANTRANSPLANT,"GROAN?"
ORGANTRANSPLANT,"It can lead to a change of heart?"
ORGANTRANSPLANT,"Operation for a new liver or kidney"
ORHEADSWILLROLL,"End of the warning"
ORIENTALCARPETS,"They're underfoot in India"
ORIENTALEMERALD,"Green variety of sapphire"
ORIGINALFOUNDER,"Creator, redundantly"
ORIGINALFOUNDER,"Organizer, redundantly"
ORIGINALPUZZLES,"What PuzzleGuy makes"
ORIGINOFSPECIES,"Book based on experiences on the H.M.S. Beagle (with ""The"")"
ORIGINOFSPECIES,"Classic Charles Darwin work"
ORIGINOFSPECIES,"Classic of 1859, with ""The"""
ORIGINOFSPECIES,"Darwin title subject"
ORIOLESPHILLIES,"1983 W.S. winners and losers"
ORIONSLAVEGIRLS,"Green babes of ""Star Trek"""
ORLANDOBLOOMERS,"Magic player's underwear?"
ORLANDOSENTINEL,"Magic paper?"
ORLANDOSENTINEL,"Magic reporter's home, maybe"
ORNAMENTALTREES,"Decorative plants"
ORNAMENTALTREES,"Outdoor decorations"
ORPHANANNIESAGE,"11: ___"
ORPHANANNIESDOG,"SANDY"
ORPLASTICDOTHEY,"Part 3 of query"
ORSOITSEEMSTOME,"More of quip"
ORSONWELLESFILM,"""The Stranger"""
ORTHESEADINESEN,"End of a quoted panacea, and its quoter"
ORTHODOXJUDAISM,"Practice of some Ashkenazim"
ORVILLEORWILBUR,"It sounds right"
ORVILLEREDENBAC,"Popcorn magnate (short three letters)"
OSCARANDLUCINDA,"Ralph Fiennes film of 1997"
OSCARHAMERSTEIN,"2000 lyricist"
OSCARNOMINATION,"Acting honor"
OSCARSFORBENHUR,"11: ___"
OSCARTHEGROUCHO,"Marxist Muppet?"
OSCARTHEGROUCHO,"Marxist on ""Sesame Street""?"
OSCARWHISKYLIMA,"OWL"
OSCILLATINGFANG,"Tooth that can't make up its mind?"
OSLOBOATTOCHINA,"Norwegian cruise to Shanghai?"
OSLOBOATTOCHINA,"Norwegian transport to the East?"
OSLOBOATTOCHINA,"Seagoing departure from a Scandinavian capital?"
OSSIEGEENAMILES,"Three Davises"
OSTERMANWEEKEND,"Sam Peckinpah's last film, with ""The"""
OSTRICHFEATHERS,"They make good dusters"
OSUNAPERRYLAVER,"1963 & 1933-34/1936 & 1962/1969 WINNERS"
OTHERANDSAYSDAM,"Quip: Part 4"
OTHERSUBSTITUTE,"Part IV of Ad#I"
OTHERTENPERCENT,"More of a quote by 36A"
OTHERTENPERCENT,"Part 3 of the quip"
OTOEBEINENGLAND,"Indian's interpretation of Robert Browning?"
OTSTRIKESINAROW,"What the perfect game consists of"
OTTOGRAHAMMARSH,"NFL Hall-of-Fame QB joins Senior PGA golfer"
OTTOMANHATTANGO,"Ballroom dance performed wearing a fez?"
OTTOVONBISMARCK,"""The Iron Chancellor"""
OTTOVONBISMARCK,"German statesman born 4/1/1815"
OTTOVONBISMARCK,"He proclaimed Wilhelm I of Prussia emperor of Germany, Jan.18,1871"
OTTOVONBISMARCK,"He was elected to the Prussian parliament in 1847"
OTTOVONBISMARCK,"The Iron Chancellor"
OTTRENTANEMPIRE,"It once included most of Hungary"
OUIMADEMOISELLE,"Polite affirmative in Paris"
OURBEINGBROKEIS,"Young couple's lament (Part 2)"
OURELECTIONSARE,"Start of an observation by Bill Stern"
OURLITTLESECRET,"""It's just between us"""
OURLITTLESECRET,"""Shh!"""
OURLITTLESECRET,"""Shh..."""
OURLITTLESECRET,"It's just between us"
OURLITTLESECRET,"Its just between us"
OURLITTLESECRET,"Known only to the two of us"
OURMUTUALFRIEND,"Dickens novel"
OURMUTUALFRIEND,"John Harmon, a.k.a. 'John Rokesmith'"
OURMUTUALFRIEND,"John Podsnap, Nicodemus Boffin, and Sloppy?"
OUTBACKSTABBING,"Crime Down Under?"
OUTBOARDMEETING,"Boaters' conference?"
OUTERATMOSPHERE,"Layer of thinnest air"
OUTERATMOSPHERE,"Thin air"
OUTERMOSTPLANET,"PLUTO"
OUTERMOSTPLANET,"Pluto, usually"
OUTFIELDERCATCH,"Fly"
OUTHEARTFASTTAX,"Four breaks"
OUTHEREBUTIFYOU,"Quote of the Week, Pt 2"
OUTHOUSEOFCARDS,"Not a good place to go on a windy day?"
OUTHOUSEOFLORDS,"Medieval castle feature?"
OUTINPLAINSIGHT,"Where the true theme to this puzzle was hidden"
OUTINTHEBOONIES,"Realtor's ""quiet setting""? Truthfully, it's ___"
OUTLETPACKSDIVE,"...a factory store's employees frequenting a sleazy pub?"
OUTLINELINEOUTS,"Summarize some baseball plays?"
OUTLOOKLOOKOUTS,"Searchers for opinions?"
OUTOFCOMMISSION,"In need of repair"
OUTOFCOMMISSION,"KAPUT"
OUTOFCOMMISSION,"Kaput"
OUTOFCOMMISSION,"Not available for use"
OUTOFCOMMISSION,"The sales clerk was ___"
OUTOFEXPERIENCE,"On a shortage of know-how?"
OUTOFHISELEMENT,"Unlike Ramunas"
OUTOFITSELEMENT,"Where each of the five vowels has gone in this puzzle"
OUTOFONESLEAGUE,"Completely unqualified for competition"
OUTOFONESLEAGUE,"More than three miles away?"
OUTOFONESLEAGUE,"Overmatched"
OUTOFONESLEAGUE,"Too good to compete with"
OUTOFONESLEAGUE,"With insufficient qualifications"
OUTOFONESSENSES,"Acting crazily"
OUTOFONESSENSES,"Wildly crazy"
OUTOFPROPORTION,"Not to scale"
OUTOFTHEPICTURE,"Cinematographer's location"
OUTOFTHEPICTURE,"Having no chance, as to marry a heroine"
OUTOFTHEPICTURE,"Like a bad photographer's subject?"
OUTOFTHEPICTURE,"Like an inept photographer's subject?"
OUTOFTHEPICTURE,"Unlikely place to find a star"
OUTOFTHERUNNING,"Dead last"
OUTOFTHERUNNING,"Hardly winning"
OUTOFTHERUNNING,"No longer competing"
OUTOFTHERUNNING,"No longer competitive"
OUTOFTHERUNNING,"Way down in polls"
OUTOFTHEWAYSPOT,"Little-known area"
OUTOFWHOLECLOTH,"With no factual basis"
OUTOFYOURSYSTEM,"GET IT ---"
OUTONTHEOPENSEA,"Cruising"
OUTRAGEOUSTHING,"Part 3 of the admission"
OUTREFALSETESTS,"Counterfeit midterms with bizarre questions?"
OUTRIGGERCANOES,"They're not easily overturned"
OUTSIDEAGITATOR,"One stirring up trouble for management"
OUTSIDEAGITATOR,"Traveling troublemaker"
OUTSIDEOFAWHEEL,"CIRCLE"
OUTSIDETHELINES,"Foul?"
OUTSIDETHELINES,"How some color (and a hint to solving this puzzle)"
OUTSMARTCOOKIES,"Delete temporary files from one's computer?"
OUTSMARTONESELF,"Be too clever by half, maybe"
OUTSPENTAXLROSE,"Threw down more money than the ""Paradise City"" singer?"
OUTSTANDINGDEBT,"Amount owed"
OUTSTANDINGDEBT,"Bill"
OUTSTANDINGROOM,"Best quarters at the Waldorf?"
OUTSTANDINGWORK,"Words of encouragement"
OUTTAKETAKEOUTS,"Blooper removals?"
OVENTHERMOMETER,"It may go from 0 to 500"
OVERANDDONEWITH,"Finished for good"
OVERANDDONEWITH,"In the past"
OVERANDDONEWITH,"Irreversible"
OVERANDDONEWITH,"Sewn up"
OVERCAPITALIZED,"Too highly valued, as a business"
OVERCOMPENSATES,"Acts excessively"
OVERCONSUMPTION,"Target of satire in Dr. Seuss's 'The Lorax'"
OVERDUEDISCOUNT,"Price-lowering that really should have happened a while back"
OVEREMPHASIZING,"Stressing excessively"
OVERENTERTAINED,"Showed too much of a good time"
OVERESTIMATIONS,"Unrealistic value assessments"
OVERFIVEFOURTHS,"Start of a quip"
OVERGROWNGORGES,"End of a recent Lansing headline"
OVERHEADSTORAGE,"Airline space for rackets?"
OVERHILLANDDALE,"All around, as on a trip"
OVERHILLANDDALE,"Where a fox hunt may go"
OVERHILLANDDALE,"Where a fox hunt may lead you"
OVERHILLANDDALE,"Where hounds may chase rabbits"
OVERIMAGINATIVE,"A little too clever"
OVERIMAGINATIVE,"Too fanciful"
OVERINDULGENCES,"Banquet perils"
OVERNIGHTFLIGHT,"RED-EYE"
OVERSEASTERRIER,"Airedale from abroad?"
