AAAADDRESS,"Motorist's org. location"
PERIHELION,"*Point in a planet's orbit that's closest to the sun"
PERIMETERS,"Boundaries"
PERIMETERS,"Outer limits"
PERIODICAL,"Money, for one"
PERIODICAL,"Monthly or quarterly"
PERIODICAL,"Newsstand purchase"
PERIODICAL,"Newsstand purchase, perhaps"
PERIPETEIA,"Unexpected turn of events, as in a literary work"
PERIPETEIA,"Unexpected turn of events, especially in a literary work"
PERIPHERAL,"Auxiliary device"
PERISCOPES,"U-boat features"
PERIWINKLE,"*Edible sea snail"
PERIWINKLE,"Pale indigo"
PERIWINKLE,"Saltwater snail"
PERLEMATES,"Ambassador takes a husband"
PERLEMESTA,"Inspiration for ""Call Me Madam"""
PERMAFROST,"Arctic soil phenomenon"
PERMAFROST,"Continuously frozen subsoil of arctic regions"
PERMAFROST,"Frozen ground ruined farmer's pot (10)"
PERMAFROST,"Hard-frozen under-pinning of Thule."
PERMANENCE,"Fixture feature"
PERMANENTS,"Salon services"
PERMCAPITA,"Curl the hair on many heads?"
PERMEATING,"Passing into every part of"
PERMEATING,"Spreading through"
PERMISSION,"Leave"
PERMISSION,"O.K."
PERMISSION,"Wrong ""impression""?"
PERMISSIVE,"Like a teacher who lets you curse"
PERMISSIVE,"Not doing much disciplining"
PERMUTABLE,"Changeable"
PERMWHALES,"Curly cetaceans?"
PERNICIOUS,"Harmful"
PERNICIOUS,"Hurtful"
PEROGATIVE,"*Privilege"
PEROTPERON,"One letter changes a Ross to a Juan"
PEROTPLUGS,"1992 presidential campaign ads?"
PERPETRATE,"Carry out each darling judge (10)"
PERPETRATE,"Carry out portion of supper pet rat enjoyed"
PERPETRATE,"Cause"
PERPETRATE,"Commit"
PERPETRATE,"Commit, as a crime"
PERPETRATE,"Deviant tart, peeper commit crime (10)"
PERPETRATE,"Execute priest in Paris harboring pet rat (10)"
PERPETUATE,"Cause to be remembered"
PERPETUATE,"Continue"
PERPETUATE,"Keep going"
PERPETUITY,"Time without end"
PERPLEXING,"Odd"
PERPWALKON,"Bit part in ""Law and Order""?"
PERQUISITE,"Bonus"
PERRYELLIS,"Alex Trebek's dresser"
PERRYMASON,"""The Case of the Demure Defendant"" protagonist"
PERRYMASON,"'The Case of the Baited Hook'"
PERRYMASON,"Book and TV crime solver"
PERRYMASON,"Burger topper?"
PERRYMASON,"Burr's best-known role"
PERRYMASON,"Detective aided by his secretary"
PERRYMASON,"Erle Stanley Gardner character"
PERRYMASON,"Gardner legal eagle"
PERRYMASON,"Hamilton Burger's nemesis"
PERRYMASON,"Raymond Burr role"
PERRYMASON,"Street boss"
PERRYMASON,"Street's boss"
PERRYMASON,"TV CROSS-examiner"
PERRYMASON,"TV cross-examiner"
PERRYWHITE,"Daily Planet chief"
PERRYWHITE,"Daily Planet editor"
PERRYWHITE,"Editor of The Daily Planet"
PERSECUTED,"Tormented"
PERSECUTES,"Ill-treats"
PERSECUTOR,"Oppressive sort"
PERSEVERES,"Persists in a pursuit"
PERSIANRUG,"It's woven with Sehna knots"
PERSIANRUG,"QOLI"
PERSIANRUG,"Specialty of Iran"
PERSISTENT,"Not letting go"
PERSONALAD,"... or place a..."
PERSONALAD,"Date seeker's option"
PERSONALAD,"It may be taken out for a date"
PERSONALAD,"Place for a SWF to seek a SWM"
PERSONALAD,"Purchase of one who's looking for love"
PERSONALAD,"What the chorus of ""Escape (The Piña Colada Song)"" is"
PERSUASION,"School of thought"
PERTADVICE,"Pointed pointer?"
PERTAINING,"Connected (to)"
PERTHAMBOY,"It's an East Coast port of entry!"
PERTHAMBOY,"New Jersey seaport"
PERTHSHIRE,"Former county in central Scotland"
PERTINENCE,"Aptness"
PERTINENCE,"Relevance"
PERTINENCY,"Relevance"
PERVERSION,"Aberrant behavior in each account (10)"
PESTERNERO,"Badger a Roman emperor?"
PESTILENCE,"Fatal epidemic"
PESTILENCE,"Great evil"
PESTINSHOW,"Film about a tick at a kennel club event?"
PESTINSHOW,"Stage-door Johnny?"
PESTOSAUCE,"Basil-based topper"
PETCONTROL,"Goal of obedience school?"
PETEACHERS,"H.S. gym instructors"
PETERBOYLE,"""Monster's Ball"" co-star"
PETERBOYLE,"""The Dream Team"" star"
PETERBOYLE,"""Young Frankenstein"" actor"
PETERBOYLE,"Actor who played four roles in this puzzle"
PETERBOYLE,"Frankenstein portrayer"
PETERBOYLE,"It's another actor!"
PETERBOYLE,"Star of the film ""Joe"""
PETERBOYLE,"The Monster in ""Young Frankenstein"""
PETEREDOUT,"Fizzled"
PETEREDOUT,"Ran down"
PETEREDOUT,"Waned"
PETERFINCH,"""Best actor"" Oscar winner, 1976"
PETERFINCH,"""Best actor"" Oscar winner: 1976"
PETERFINCH,"""Network"" Oscar winner"
PETERFINCH,"""Network"" Oscar-winner"
PETERFINCH,"""Network"" actor"
PETERFINCH,"""Network"" co-star"
PETERFINCH,"""Network"" star"
PETERFINCH,"Avian ""Network"" actor?"
PETERFINCH,"Avian actor?"
PETERFINCH,"First Australian actor to win a Best Actor Oscar"
PETERFINCH,"He said ""I'm not going to take this anymore!""?"
PETERFINCH,"Posthumous Best Actor winner of 1976"
PETERFONDA,"BRIDGET'S"
PETERFONDA,"Bridget's father"
PETERFONDA,"He played Dracula in ""Nadja"" (1994)"
PETERHCNIF,"Only posthumous Best Actor Oscar winner"
PETERLORRE,"""M"" star"
PETERLORRE,"""The Mask of Dimitrios"" star, 1944"
PETERLORRE,"Actor in ""M"""
PETERLORRE,"Actor in scary roles"
PETERLORRE,"Costar of both The Constant Nymph (1943) and Congo Crossing (1956)"
PETERLORRE,"Joel Cairo in ""The Maltese Falcon"""
PETERLORRE,"Nero's portrayer in ""The Story of Mankind"""
PETERLORRE,"No, he was in ""The Maltese Falcon"""
PETERLORRE,"Raskolnikov portrayer in 1935's ""Crime and Punishment"""
PETERLORRE,"UGARTE"
PETERNOONE,"Head Hermit of the '60s"
PETERPAGAN,"Ageless heathen?"
PETERPANEL,"Discussion group with Falk, Finch and Fonda?"
PETERPANEL,"Reality show judges Falk, Graves and O'Toole?"
PETERPEARS,"Tenor once associated with Benjamin Britten"
PETERPETER,"Nursery rhyme beginning"
PETERPETER,"Repeated words before ""pumpkin"""
PETERPETER,"Words with pumpkin eater"
PETERPIPER,"No, he's the pepper guy"
PETERPIPER,"Pickled peppers picker"
PETERPIPER,"Pretty popular pickled peppers picker"
PETERPIPER,"Supplier of relish?"
PETERROGET,"Doctor of words"
PETERROGET,"Famed wordsmith"
PETESEEGER,"""All songwriters are links in a chain"" source"
PETESEEGER,"""If I Had a Hammer"" singer"
PETESEEGER,"""If I Had a Hammer"" songwriter"
PETESEEGER,"""Turn! Turn! Turn!"" songwriter"
PETESEEGER,"""Where Have All the Flowers Gone"" songwriter"
PETESEEGER,"""Where Have All the Flowers Gone?"" singer"
PETESEEGER,"Grammy Lifetime Achievement Award recipient of '93"
PETESEEGER,"He sang ""Where Have All the Flowers Gone?"""
PETESEEGER,"He wrote PPM's ""If I Had a Hammer"""
PETESEEGER,"Musician called America's Tuning Fork"
PETESEEGER,"Protest music pioneer"
PETESEEGER,"Singer from N.Y."
PETHAMSTER,"Social networking site for pig farmers?"
PETITEROSE,"Baby bloomer?"
PETITEROSE,"Small, dainty flower?"
PETITFORCE,"Dessert at a power lunch?"
PETITFOURS,"They may be found on a dessert tray"
PETITIONED,"Asked"
PETLARCENY,"Case for Ace Ventura?"
PETPHRASES,"With 38A and 57A, this puzzle's theme"
PETPROJECT,"Hobbyhorse"
PETPROJECT,"Personal undertaking"
PETPROJECT,"Piece of political pork, perhaps"
PETPROJECT,"Politician's pork, perhaps"
PETRNEDVED,"Rangers center from Liberec, #1 pick in 1990 (by Vancouver)"
PETROCHILI,"... for Southwest lawyers?"
PETROGLYPH,"Ancient rock engraving"
PETROLATUM,"Torero's skin softener?"
PETROUCHKA,"1911 Stravinsky ballet"
PETSWEEPER,"It'll pick up a stray dog or cat?"
PETTINGZOO,"Hands-on Central Park attraction?"
PETTINGZOO,"Hands-on animal area"
PETTINGZOO,"Place to get hay from a kiosk"
PETTINGZOO,"Place where kids may feed kids"
PETTINGZOO,"Where kids are encouraged to touch kids"
PETTINGZOO,"Where kids can touch kids?"
PETTINGZOO,"Where kids meet kids?"
PETTRAINER,"Whistle blower, perhaps"
PETTYCLASH,"Trivial disagreement?"
PETTYCLASH,"Trivial dispute?"
PETTYCOATS,"What's in Tom's concert wardrobe?"
PETTYCRASH,"Fender bender?"
PETTYCRASH,"Minor fender-bender?"
PETTYDELAY,"Trivial slowdown?"
PETTYFARCE,"Trivial sitcom?"
PETTYPEEVE,"Small-minded carp?"
PETTYWOMAN,"... a small-minded lady?"
PETTYWOMAN,"Movie about a nagging female?"
PETTYWOMAN,"Shrew?"
PETULANTLY,"""I love a downtown singer,"" Tom said ___"
PETUNIAPIG,"Merrie Melodies ""co-star"""
PETUNIAPIG,"Porker Porky porks, presumably"
PETUNIAPIG,"Porky paramour"
PETUNIAPIG,"Porky's girlfriend"
PETUNIAPIG,"Porky's love"
PEUDECHOSE,"Trifle"
PEWHOLDERS,"Owners of church seats"
PGTHIRTEEN,"*Not for everyone"
PGTHIRTEEN,"Cinema warning"
PGTHIRTEEN,"Like the movies ""10,000 B.C."" and ""2012"""
PGTHIRTEEN,"Movie warning"
PGTHIRTEEN,"Rating for the risqué"
PGTHIRTEEN,"Rating of ""Avatar"""
PHALLCONES,"RING-UPS"
PHANTASMAL,"Illusory"
PHANTASTIC,"Grotesque"
PHANTOMJET,"F-4, e.g."
PHANTOMJET,"F-4, for one"
PHARAOHANT,"Six-legged household pest"
PHARMACIST,"Disheartened peacenik has hurt drug dealer (10)"
PHARMACIST,"Drug distributor"
PHARMACIST,"Druggist who's said to give ranch aid (10)"
PHASINGOUT,"Gradually discontinuing"
PHATFACTOR,"Element of hip-hop excellence?"
PHDDEGREES,"High awards"
PHEDERATED,"Allied"
PHENOBARAL,"Seizure aid"
PHENOMENAL,"Out of this world"
PHENOMENAL,"Prodigious"
PHENOMENON,"Exceptional person"
PHENOMENON,"It's directly perceivable"
PHEROMONES,"Substances released by animals that influence other members of the same species"
PHIBETAGNU,"Antelope in a fraternity?"
PHIBYNIGHT,"Not lasting, to a Greek?"
PHICUSTREE,"Home for a tropical dryad?"
PHILANDERS,"* It's not some guy's name"
PHILEASFOG,"Fictional character with limited visibility?"
PHILGARNER,"MOST SINGLE SERIES DOUBLEPLAYS - SECONDBASEMAN - 9"
PHILIPPINE,"Fidel Ramos constituent"
PHILIPROSE,"Solver good at the Acrosses?"
PHILIPROTH,"""Goodbye, Columbus"" author"
PHILIPROTH,"""Portnoy's Complaint"" author"
PHILIPROTH,"*Author, 2003"
PHILISTINE,"Goliath was one"
PHILISTINE,"Goliath, e.g."
PHILOSOPHY,"Field of Plato and Aristotle"
PHILOSOPHY,"Plato's field"
PHILOSOPHY,"Spinoza's specialty"
PHILSLOWLY,"""Drop by drop,"" said ___"
PHILVASSAR,"'Just Another Day in Paradise' singer"
PHLEGMATIC,"Unruffled"
PHODUMMIES,"Primer on Vietnamese soup?"
PHOEBESNOW,"""Cool"" singer of ""Poetry Man"""
PHOEBESNOW,"""Poetry Man"" performer"
PHOEBESNOW,"""Poetry Man"" singer"
PHOEBESNOW,"Bird who sang ""Poetry Man""?"
PHOEBESNOW,"Jazz singer who hit #5 in 1975 with ""Poetry Man"""
PHOEBESNOW,"She sang ""Poetry Man"""
PHONEBILLS,"Monthly statements"
PHONEBILLS,"They list long-distance calls"
PHONEBOOTH,"Contact Hazel's portrayer?"
PHONEDHOME,"Emulated E.T."
PHONEJACKS,"Kids' game for telemarketers?"
PHONEJACKS,"Some modem plug-ins"
PHONOGRAPH,"CD player's predecessor"
PHONOGRAPH,"Needle holder"
PHONYCRONY,"Faux friend?"
PHONYXRAYS,"Medical forgery?"
PHOSPHORIC,"The acid in Coca Cola"
PHOSPHORUS,"It's luminous witHOut heat"
PHOSPHORUS,"Its white variety glows upon exposure to oxygen"
PHOSPHORUS,"Matchmaker's supply"
PHOSPHORUS,"Nonmetal with 16 neutrons in its nucleus"
PHOTOALBUM,"Candids holder"
PHOTOALBUM,"Source of reminiscence"
PHOTOBOOTH,"*Arcade attraction"
PHOTOCALLS,"Picture taking events, for British celebs"
PHOTOCROPS,"Farm produce caught on film?"
PHOTODROPS,"Developer's deliveries?"
PHOTOESSAY,"Life magazine feature"
PHOTOESSAY,"Very visual narrative form"
PHOTOFLOOD,"Light used by pro cameramen"
PHOTOGRAFT,"Bribes from paparazzi?"
PHOTOGRAPH,"It's a snap"
PHOTOGRAPH,"Post-Beatles Starr hit"
PHOTOOPIUM,"Drug that's only smoked in pictures?"
PHOTOPROPS,"Cameraman's accessories?"
PHOTOSHOOT,"Model's assignment"
PHOTOSHOOT,"Modeling assignment"
PHOTOSTATS,"Certain duplicating machines"
PHOTOSTATS,"Pre-laser print copies"
PHYLACTERY,"Amulet"
PHYSICSLAB,"Experimental canine?"
PIANISSIMO,"Musical direction, and a hint to the quiet meetings taking place in the answers to starred clues"
PIANISSIMO,"So as barely to be heard"
PIANISSIMO,"Softly, to Chopin"
PIANISSIMO,"Very quietly"
PIANISSIMO,"Very softly"
PIANOBENCH,"Liberace's seat"
PIANOFORTE,"Harpsichord's kin"
PIANOHINGE,"Cabinetmaker's hardware"
PIANOHINGE,"Hardware for a binder cover or Steinway keyboard cover"
PIANOSCORE,"Grand master's study?"
PIANOSCORE,"Key player's reading material?"
PIANOSCORE,"Sheet music for Van Cliburn, say"
PIANOSTOOL,"It's sometimes below middle C"
PIANOSTOOL,"It's usually below middle C?"
PIANOSTOOL,"Keyboardist's support"
PIANOSTOOL,"Serkin's support"
PIANOSTOOL,"Supporter of Liberace?"
PIANOSTOOL,"Thelonious Monk supporter"
PIANOTUNAS,"Instrument technicians?"
PIANOTUNAS,"Ivory-tickling fish?"
PIANOTUNER,"Grand master?"
PIANOTUNER,"Music technician"
PIANOTUNER,"One who might be hired for a grand"
PIANOTUNER,"One who works on a grand scale?"
PIANOTUNER,"Person making some key adjustments"
PIANOTUNER,"Worker with a fork"
PICARESQUE,"Like ""Don Quixote de la Mancha"""
PICARESQUE,"Like ""Don Quixote"""
PICARESQUE,"Like Don Quixote"
PICARESQUE,"Like tales of rogues"
PICASTREET,"Road that's a sixth of an inch wide? Woof!"
PICCADILLY,"Flower that's a circus of color?"
PICCADILLY,"___Circus"
PICCALILLI,"Relish"
PICIPATION,"Involvement (after the heist)"
PICKALOWES,"Decide which home improvement store to go to?"
PICKCHEESE,"Choose deli platter items?"
PICKEDOVER,"Examined item by item"
PICKETLINE,"*Strikers' formation"
PICKETLINE,"A certain protest"
PICKETLINE,"Form of protest fit for a fencer?"
PICKFENCES,"Choose to whom to sell ill-gotten gains?"
PICKINGLOX,"Deli decision?"
PICKINGOFF,"Intercepting"
PICKLEDEGG,"Picnic snack, sometimes"
PICKLEDLOX,"Kind of smoked salmon?"
PICKLEPUSS,"Gloomy Gus"
PICKLEPUSS,"Scowling sort"
PICKLEPUSS,"Sour-faced one"
PICKLEPUSS,"Visibly sour soul"
PICKLEUNIT,"SPEAR"
PICKPOCKET,"'What should I do before I shoot the 8-ball, Tarzan?'"
PICKPOCKET,"DIP"
PICKPOCKET,"Dip"
PICKPOCKET,"Handy place for a thieving guitarist?"
PICKPOCKET,"Lightfingered one"
PICKPOCKET,"Petty criminal"
PICKPOCKET,"The Artful Dodger, e.g."
PICKPOCKET,"Where a guitar player keeps his plectrum?"
PICKUPGAME,"Impromptu match"
PICKUPLINE,"""Come here often?,"" e.g."
PICKUPLINE,"Singles-bar delivery"
PICKUPLINE,"Wolf's delivery"
PICKUPSTYX,"Buy the 1970s albums ""The Grand Illusion"" and ""Pieces of Eight""?"
PICKUPTENT,"Prepare to decamp?"
PICNICAREA,"Blanket spreading site"
PICNICAREA,"Outdoor eating place where you might lay a blanket"
PICNICAREA,"Park space"
PICNICFOOD,"Yogi Bear's favorite edibles"
PICNICSHAM,"Hypocrisy at a family outing?"
PICORIVERA,"Los Angeles suburb"
PICTIONARY,"Game in which players try to identify words based on their teammates' drawings"
PICTIONARY,"Its rules are ""sketchy"" *"
PICTPOCKET,"Where an ancient Brit kept his wallet?"
PICTUREHAT,"Chapeau"
PIEALAMODE,"Dessert that may be hot and cold"
PIEALAMODE,"Double dessert"
PIEALAMODE,"Fashion plate?"
PIEALAMODE,"High-calorie dessert"
PIEALAMODE,"Ice cream treat"
PIEALAMODE,"No-no for a dieter"
PIEALAMODE,"Sweet treat"
PIEALAMODE,"Two desserts in one"
PIEALAMOLD,"Dessert that's been out for too long?"
PIECECORPS,"Gun-toting group?"
PIECEOFPIE,"Dessert request"
PIECERATES,"Per-unit pay scales"
PIECINGOUT,"Sharing around"
PIEDATERRE,"Apartment for trips to the city"
PIEDATERRE,"Home away from home"
PIEDATERRE,"Secondary residence"
PIEDATERRE,"Temporary lodging"
PIEDATERRE,"Temporary residence"
PIEDPIPERS,"Charismatic leaders"
PIEDPIPERS,"Leaders who use false pretenses"
PIEEPSILON,"Where the baker pledged?"
PIEFILLING,"Apples or cherries, sometimes"
PIEFILLING,"Fruit or mincemeat, e.g."
PIEFILLING,"It may be found below the crust"
PIEFILLING,"Mince, mud, or meat"
PIEFILLING,"Mincemeat or cherries"
PIEFILLING,"Mincemeat, e.g."
PIEFILLING,"Rhubarb or pumpkin, say"
PIERCEDEAR,"A hole in the head?"
PIERCEFORD,"Grab some market share from an auto company?"
PIERCEWEST,"Famed San Francisco rock venue"
PIERLASHED,"Headline regarding tidal surges at a wharf?"
PIERRESTON,"South Dakota and Virginia cities merge?"
PIERREVIEW,"Shipping survey?"
PIETRAYNOR,"Pirates Hall of Famer"
PIETRAYNOR,"Pittsburgh Hall-of-Fame third baseman"
PIGEONCOOP,"Home for the birds"
PIGEONDROP,"Collateral scam"
PIGEONDROP,"Con"
PIGEONDROP,"Scam"
PIGEONHOLE,"Assign to a definite place"
PIGEONHOLE,"Categorize"
PIGEONHOLE,"Filing aid"
PIGEONHOLE,"Place in a slot"
PIGEONHOLE,"Put aside indefinitely"
PIGEONHOLE,"Recess for filers"
PIGEONHOLE,"Sort"
PIGEONHOLE,"Sort in compartments"
PIGEONHOLE,"Sort into compartments"
PIGEONHOLE,"Sorter's slot"
PIGEONHOLE,"Specific category"
PIGEONHOLE,"Stereotype"
PIGEONTOAD,"Easily duped amphibian?"
PIGEONTOED,"Having a foot fault?"
PIGEONTOED,"Having feet pointing inward"
PIGEONTOED,"Having inward-pointing feet"
PIGEONTOED,"Having the feet turned inward"
PIGEONTOED,"Like many a Rockwell kid"
PIGEONTOED,"Pointed inward, in a sense"
PIGEONTOED,"With ankles turned inward"
PIGEONTOED,"With feet pointed inward"
PIGEONTOED,"With feet pointing in"
PIGEONTOED,"With feet turned inward"
PIGEONTOES,"Feet features"
PIGGYBLANK,"House of Straw mortgagor?"
PIGINAPOKE,"Dubious buy"
PIGINAPOKE,"Item of undetermined value"
PIGINAPOKE,"JASOWB"
PIGINAPOKE,"Possibly foolish purchase"
PIGINAPOKE,"Risky purchase [2007]"
PIGINAPOKE,"Sight-unseen purchase"
PIGINAPOKE,"Speculative purchase"
PIGMENTARY,"Having color"
PIGNORAMUS,"Uninformed swine?"
PIGPASTIES,"Petunia's exotic dancing accessories?"
PIGSNAPKIN,"Slob's stain guard?"
PIINTHESKY,"Greek letter that's written in smoke?"
PIINTHESKY,"Greek's fanciful thinking?"
PIKESPIQUE,"Explorer Zebulon's snit?"
PIKESPIQUE,"Zebulon's irritation?"
PILASTERED,"Featuring built-in columns"
PILASTERED,"Having columns set into a wall"
PILEDRIVER,"Construction machine"
PILEDRIVER,"Construction-site sight"
PILEDRIVER,"Hogan move"
PILEDRIVER,"Loaded watercourse"
PILEDRIVER,"Nuclear reactor chauffeur?"
PILEDRIVER,"Pier-building machine"
PILLAGEBOY,"Early Attila epithet?"
PILLBOTTLE,"Drug store"
PILLBOXHAT,"Headgear for Jackie Kennedy"
PILLBOXHAT,"Jackie O specialty"
PILLBOXHAT,"Jackie O's trademark"
PILLFIGHTS,"Battles between the FDA and drug companies?"
PILLOWCASE,"Divorce lawyer's suit?"
PILLOWCASE,"Linen closet item"
PILLOWCASE,"Toddler's ghost costume"
PILLOWCASE,"White sale purchase"
PILLOWFORT,"Makeshift hiding place during a sleepover"
PILLOWJAMB,"Cushioned door part?"
PILLOWTALK,"'What happened when you sat on that whoopee cushion, Tarzan?'"
PILLOWTALK,"1959 Day-Hudson film"
PILLOWTALK,"1959 Doris Day film"
PILLOWTALK,"1959 Doris Day/Rock Hudson comedy"
PILLOWTALK,"1959 Hudson/Day film"
PILLOWTALK,"1959 Hudson/Day movie"
PILLOWTALK,"1959 Rock Hudson/Doris Day romp"
PILLOWTALK,"Bedroom chatter: 2 wds."
PILLOWTALK,"Bedtime gab"
PILLOWTALK,"Day-Hudson comedy: 1959"
PILLOWTALK,"Day/Hudson flick"
PILLOWTALK,"Doris Day movie"
PILLOWTALK,"Hudson/Day film"
PILLOWTALK,"Intimate conversation"
PILLOWTALK,"Intimate conversation between lovers"
PILLOWTALK,"Intimate exchange"
PILLOWTALK,"Rock Hudson movie"
PILLOWTALK,"Valentines' chit-chat"
PILOTHOUSE,"Navigator's place"
PILOTLIGHT,"Eternal flame?"
PILOTLIGHT,"Gas stove feature"
PILOTLIGHT,"Heater flame"
PILOTLIGHT,"Longtime flame?"
PILOTTWIST,"Cockpit contortion?"
PILOTWHALE,"Flying underwater creature?"
PILOTWHALE,"Marine mammal with a bulbous head"
PILOTWHALE,"Underwater creature trained to fly?"
PIMACOTTON,"Underwear fabric"
PIMPMOBILE,"*Tricked-out car"
PINACOLADA,"""The ___ Song"" (1979 Rupert Holmes chart-topper)"
PINACOLADA,"Caribou Lou's cousin"
PINACOLADA,"Coconut-flavored cocktail"
PINACOLADA,"Cosmopolitan alternative"
PINACOLADA,"Drink made with coconut cream"
PINACOLADA,"Drink mentioned in Rupert Holmes's song ""Escape"""
PINACOLADA,"Drink with coconut cream"
PINACOLADA,"Drink with pineapple juice"
PINACOLADA,"Mixed drink with rum"
PINACOLADA,"Rum cocktail"
PINCHFINCH,"Nip Peter?"
PINCHPENNY,"A miserly person, or when reversed, what he does"
PINCHPENNY,"Miser"
PINCHPENNY,"Silas Marner, say"
PINCHPENNY,"Tightwad"
PINCHPLEAT,"Triple fold in a drapery heading"
PINCHPLEAT,"Type of drapery fold"
PINCHPOINT,"Critical juncture, to OSHA"
PINCUSHION,"Bowler's margin of comfort?"
PINCUSHION,"It has holes"
PINCUSHION,"Seamstress's accessory"
PINCUSHION,"Seamstress's aid"
PINCUSHION,"Sewing-box item"
PINCUSHION,"Sewing-kit item"
PINCUSHION,"Tailor's accessory"
PINDOCTORS,"Some technicians at the bowling alley?"
PINEAPPLES,"Grenades (slang)"
PINEAPPLES,"Island fruit"
PINEFOREST,"Site of many needles"
PINENEEDLE,"Bit beneath a conifer"
PINENEEDLE,"Christmas dropping"
PINENEEDLE,"Christmas tree dropping"
PINENEEDLE,"Christmas tree remnant"
PINENEEDLE,"December dropping"
PINENEEDLE,"Fir piece"
PINENEEDLE,"Item found on a BC forest floor"
PINENEEDLE,"Leaf used in basketmaking"
PINENEEDLE,"Part of a forest bed"
PINENEEDLE,"Scotch part?"
PINEWREATH,"Christmas greenery"
PINGPUTTER,"Solheim's most famous club"
PINGSALMON,"Identify fish by sonar?"
PINHIMDOWN,"""In the afternoon, the governor's opponents try to ___ on his philosophical stances."""
PINKBRANDY,"Pop duo that sings about crazy-colored liquor?"
