AAAMILNE,"Children's author and roadside helper?"
OUTTOSEA,"1997 film starring Jack Lemmon and Walter Matthau"
OUTTOSEA,"Away from the coast"
OUTTOSEA,"Cruising"
OUTTOSEA,"Hopelessly confused"
OUTTOSEA,"Jack Lemmon/Walter Matthau film of '97"
OUTTOSEA,"Lemmon/Matthau cruise flick"
OUTTOSEA,"Sailing"
OUTVOTED,"In the minority"
OUTVOTED,"Like John Kerry in 2004"
OUTVOTES,"Casts more ballots than"
OUTVOTES,"Defeats at the ballot box"
OUTWARDS,"Away from the center"
OUTWARDS,"Centrifically"
OUTWEARS,"Lasts longer than"
OUTWEIGH,"Exceed in importance"
OUTWEIGH,"Overshadow"
OUTYELLS,"Wins a bawl game?"
OUTYELLS,"Wins a hollering contest"
OVALTEEN,"Youngster who drinks too much choco-late milk? (homophone)"
OVALTEEN,"Youngster who drinks too much chocolate milk? (homophone)"
OVALTINE,"""Be sure to drink your ___"" (coded message in ""A Christmas Story"")"
OVALTINE,"""Tastes great; great for you!"" malt drink"
OVALTINE,"Brand mentioned in ""You're the Top"""
OVALTINE,"Chocolate drink"
OVALTINE,"Drink for Captain Midnight"
OVALTINE,"Malt drink"
OVALTINE,"Malt drink pitched by Joe Namath"
OVALTINE,"Sponsor of ""Captain Midnight"""
OVALTINE,"Sponsor of old radio's ""Little Orphan Annie"""
OVALTINE,"What drink does Tina love?"
OVATIONS,"They bring audiences to their feet"
OVATIONS,"They may be standing"
OVENMITT,"Bit of kitchen wear"
OVENMITT,"Chef's protection"
OVENMITT,"Digit protector"
OVENMITT,"Hand protection"
OVENMITT,"It prevents burning in the kitchen"
OVENMITT,"Kitchen safety item"
OVENMITT,"Pot gripper"
OVENWARE,"Baker's supply"
OVENWARE,"Baking pans, roasters, etc."
OVENWARE,"Cooking implements"
OVENWARE,"It can take the heat"
OVENWARE,"Pots and pans for baking"
OVENWARE,"Pyrex products"
OVERACTS,"Botches the audition"
OVERACTS,"Chews the scenery"
OVERACTS,"Emotes"
OVERACTS,"Hams it up"
OVERAGES,"Surpluses"
OVERALLS,"Farm fashion"
OVERALLS,"Farmer's cover-up"
OVERALLS,"Farmer's garb"
OVERALLS,"Farmer's garb, often"
OVERALLS,"Farming attire"
OVERALLS,"Field dressing?"
OVERALLS,"Garb for Mario or Luigi"
OVERALLS,"Jed Clampett's wear"
OVERALLS,"Mr. Green Jeans wore these"
OVERALLS,"Mr. Greenjeans wore these"
OVERALLS,"Painter's wear, perhaps"
OVERALLS,"Some have bibs"
OVERALLS,"Spoilers of Mrs. Murphy's chowder"
OVERALLS,"Work clothes of a sort"
OVERAWED,"Blown away"
OVERAWED,"Completely cowed"
OVERAWED,"Intimidated"
OVERAWED,"Too wowed for words"
OVERAWES,"Highly impresses"
OVERAWES,"Intimidates"
OVERAWES,"Really blows away"
OVERAWES,"Subdues by intimidation"
OVERBAKE,"Cook too long"
OVERBEAR,"Dominate"
OVERBEAR,"Smother"
OVERBEND,"Stoop"
OVERBIDS,"Errs on ""The Price Is Right"""
OVERBILL,"*Gouge"
OVERBILL,"Commit fraud, in a way"
OVERBITE,"Dental concern"
OVERBITE,"Dental feature"
OVERBITE,"Dental problem"
OVERBITE,"Job for an orthodontist"
OVERBITE,"Orthodontic issue"
OVERBITE,"Orthodontist's concern"
OVERBITE,"Orthodontist's diagnosis"
OVERBITE,"Orthodontist's diagnosis, sometimes"
OVERBOOK,"Be too reserved?"
OVERBOOK,"Take too many reservations"
OVERBORE,"Dominated"
OVERBURN,"Char the steaks"
OVERBUYS,"Amasses too much inventory"
OVERBUYS,"Goes on a spending spree"
OVERBUYS,"Maxes out the Visa"
OVERCALL,"Type of bridge bid"
OVERCAME,"Beat"
OVERCAME,"Bested"
OVERCAME,"CONQUERED"
OVERCAME,"Mastered"
OVERCAME,"Prevailed"
OVERCAME,"Subdued"
OVERCAME,"Surmounted"
OVERCAME,"Vanquished"
OVERCAST,"Cloudy"
OVERCAST,"Covered with clouds"
OVERCAST,"Descriptive of skies"
OVERCAST,"Gray, as a day"
OVERCAST,"Ready to rain, perhaps"
OVERCOAT,"""Button up your ___..."""
OVERCOAT,"Chesterfield"
OVERCOAT,"Chesterfield, e.g."
OVERCOAT,"Cold comfort?"
OVERCOAT,"Cold-weather wear"
OVERCOAT,"Ulster, for one"
OVERCOAT,"Winter wear"
OVERCOME,"""We Shall ___"""
OVERCOME,"Conquer"
OVERCOME,"Defeat"
OVERCOME,"Vanquish"
OVERCOME,"Win the battle"
OVERCOOK,"Do too well"
OVERDOER,"Achiever plus"
OVERDOES,"Goes too far"
OVERDONE,"A bit much"
OVERDONE,"Burnt, or practically so"
OVERDONE,"Carried too far"
OVERDONE,"Clichéd"
OVERDONE,"Cooked really well?"
OVERDONE,"Cooked to long"
OVERDONE,"Cooked too long"
OVERDONE,"Exaggerated"
OVERDONE,"Hackneyed"
OVERDONE,"Immoderate"
OVERDONE,"Like a tough steak"
OVERDOSE,"Excedrin excess"
OVERDOSE,"Four pills instead of the recommended two"
OVERDOSE,"Take too much"
OVERDOSE,"Take way too much"
OVERDRAW,"*Use bank ""protection"""
OVERDRAW,"Have trouble with one's balance"
OVERDRAW,"Have trouble with one's balance?"
OVERDRAW,"Lose one's balance?"
OVERDRAW,"Make a bank goof"
OVERDRAW,"Outspend one's account"
OVERDRAW,"Write a check you can't cover"
OVERDREW,"Depleted a bank account, and then some"
OVERDREW,"Had a problem at the bank"
OVERDREW,"Made a banking faux pas"
OVERDREW,"Put one's bank balance in the red"
OVERDREW,"Used too much, in a way"
OVERDUBS,"Adds harmonies, say"
OVERDUBS,"Recording studio add-ins"
OVEREASY,"Breakfast order"
OVEREASY,"Egg order"
OVEREASY,"Eggs order"
OVEREASY,"Fried egg option"
OVEREASY,"How some eggs are prepared"
OVEREASY,"How some fried eggs are cooked"
OVEREASY,"Not sunnyside up"
OVEREASY,"Poached alternative"
OVEREASY,"Scrambled alternative"
OVEREATS,"Gets stuffed"
OVEREATS,"Has thirds or fourths, say"
OVEREATS,"Has too much of a good thing, say"
OVEREATS,"Indulges in too much home cooking"
OVEREATS,"Pigs out"
OVEREATS,"Stuffs oneself"
OVERFEED,"Fatten up"
OVERFEED,"Nourish to excess"
OVERFEED,"Stuff to the gills"
OVERFILL,"Not just stuff"
OVERFLAP,"Painting protector"
OVERFLEW,"Surveilled, in a way"
OVERFLOW,"Run on the bank?"
OVERFLOW,"Spill cause"
OVERFLOW,"What levees are designed to prevent"
OVERFOND,"Too passionate"
OVERFULL,"Exceeding demand"
OVERGREW,"Got too thick with weeds"
OVERGREW,"Went untended, as a garden"
OVERGROW,"Become choked with weeds"
OVERGROW,"Become too lush"
OVERGROW,"Choke"
OVERGROW,"Choke with abundance"
OVERGROW,"Choke, as with weeds"
OVERGROW,"Crowd with foliage"
OVERGROW,"Get too big"
OVERHAND,"Like tennis serves"
OVERHAND,"Tennis stroke <--> transfer"
OVERHANG,"Eave"
OVERHANG,"Projection"
OVERHAUL,"Complete renovation"
OVERHAUL,"Completely redo"
OVERHAUL,"Do a repair job"
OVERHAUL,"How this answer is situated"
OVERHAUL,"Make necessary repairs"
OVERHAUL,"Modernize"
OVERHAUL,"Reinvent government, perhaps"
OVERHAUL,"Remake"
OVERHAUL,"Renovate completely"
OVERHAUL,"Repair thoroughly"
OVERHAUL,"Revamp"
OVERHEAD,"Aloft, e.g."
OVERHEAD,"Budget figure"
OVERHEAD,"Business expense category"
OVERHEAD,"Business man's concern."
OVERHEAD,"Operating expenses"
OVERHEAD,"Some business expenses"
OVERHEAD,"Up in the air"
OVERHEAD,"What a player has to pay to play, as the time collection or the drop or rake*"
OVERHEAR,"Catch phrases?"
OVERHEAR,"Eavesdrop"
OVERHEAR,"Listen in on, accidentally"
OVERHEAR,"Make out at a party?"
OVERHEAR,"Pick up by the ears?"
OVERHEAT,"Break down due to lack of coolant, as an auto"
OVERHEAT,"Conk out on the freeway"
OVERHEAT,"Make vehement"
OVERHEAT,"Need coolant"
OVERHEAT,"Spew steam from under the hood"
OVERHERE,"""Psst!"""
OVERHERE,"""Yoo-hoo!"""
OVERHERE,"'Psst!'"
OVERHERE,"Arm waver's shout"
OVERHERE,"Cry for attention"
OVERHERE,"Psst!"""
OVERHERE,"Rescuee's cry"
OVERHERE,"Words after ""Psst!"""
OVERHERE,"Words after a loud whistle"
OVERHYPE,"Promote to excess"
OVERJOYS,"Fills with happiness"
OVERJOYS,"Tickles pink"
OVERKILL,"Effort that goes further than necessary"
OVERKILL,"Excess"
OVERKILL,"Excessive effort"
OVERKILL,"It's too much"
OVERKILL,"Put in a larger blind*"
OVERKILL,"Too much"
OVERKILL,"Too much of a bad thing?"
OVERKILL,"Too much of a good thing"
OVERLAID,"Covered"
OVERLAID,"Superimposed"
OVERLAID,"Surmounted, as with gold"
OVERLAND,"How a stagecoach traveled"
OVERLAND,"Stage of the Old West"
OVERLAPS,"Coincidences"
OVERLAPS,"Coincides with in part"
OVERLAPS,"Coincides with in spots"
OVERLAPS,"Is partly redundant"
OVERLAPS,"Partially coincides"
OVERLAYS,"Animation cels, e.g."
OVERLAYS,"Sheets used in four-color printing"
OVERLAYS,"They're superimposed"
OVERLEAF,"On the page's other side"
OVERLEAF,"Page back"
OVERLEND,"Make too great an advance"
OVERLINE,"Caption above a picture, e.g."
OVERLOAD,"More information than is desired"
OVERLOAD,"Put too much on"
OVERLOAD,"Subject to collapsing, maybe"
OVERLOAD,"Too big a burden"
OVERLOAD,"Weigh down excessively"
OVERLONG,"Like some speeches"
OVERLONG,"Too lengthy"
OVERLOOK,"Fail to notice"
OVERLOOK,"Miss"
OVERLOOK,"Scenic spot"
OVERLOOK,"Scenic viewpoint"
OVERLORD,"Boss of bosses"
OVERLORD,"Feudal system big shot"
OVERLORD,"Operation ___ (D-Day invasion)"
OVERLORD,"Operation ___ (military campaign launched on D-Day)"
OVERLORD,"Operation headed up by Eisenhower"
OVERLOUD,"Earsplitting"
OVERNEAT,"Like Craig's wife"
OVERNICE,"Too accommodating for one's own good"
OVERNICE,"Too kind?"
OVERPACK,"Take too much on a trip"
OVERPAID,"Didn't get a good deal"
OVERPAID,"Like ballplayers, many feel"
OVERPAID,"Like some resented employees"
OVERPAID,"Like the boss' son, perhaps"
OVERPAID,"Making too much"
OVERPAID,"Spent too much"
OVERPAID,"Spent too much (for)"
OVERPASS,"An off-ramp may lead to one"
OVERPASS,"Bridge"
OVERPASS,"Bridge, often"
OVERPASS,"Cloverleaf feature"
OVERPASS,"Freeway feature"
OVERPASS,"Highway crosser"
OVERPASS,"Highway crossing"
OVERPASS,"It crosses the highway"
OVERPASS,"Trans Canada highway feature"
OVERPAYS,"Gets hosed"
OVERPLAN,"Leave no room for spontaneity"
OVERPLAY,"Carry too far"
OVERRANK,"Assign too high a rating to"
OVERRATE,"Estimate too highly"
OVERRATE,"Give too much credit"
OVERRATE,"Give too much praise"
OVERRATE,"Hype up"
OVERRATE,"Inflate"
OVERRATE,"Judge too generously"
OVERRATE,"Judge too highly"
OVERRATE,"Make too much of"
OVERRATE,"Puff up"
OVERRATE,"Set too high a value on"
OVERRATE,"Think too highly of"
OVERRATE,"Think too much of"
OVERRATE,"Value too highly"
OVERRICE,"Good way to serve curry"
OVERRICE,"How some entrees are served"
OVERRIDE,"Annul"
OVERRIDE,"Auto camera option"
OVERRIDE,"Conquer"
OVERRIDE,"Countermand"
OVERRIDE,"Give the thumbs-down to"
OVERRIDE,"Nullification"
OVERRIDE,"Nullify"
OVERRIDE,"Reverse, as a veto"
OVERRIDE,"Rule against"
OVERRIDE,"Set aside"
OVERRIDE,"Supersede"
OVERRIDE,"Veto"
OVERRIDE,"Veto a veto"
OVERRIPE,"Decadent"
OVERRIPE,"Like a rotten apple"
OVERRIPE,"Like black bananas"
OVERRIPE,"Near-rotten doctor I reprove (8)"
OVERRIPE,"Somewhat spoiled"
OVERRIPE,"Too mellow"
OVERRODE,"Superseded"
OVERRULE,"Decide against, as an objection"
OVERRULE,"Disallow, as an objection"
OVERRULE,"Fail to sustain, as an objection"
OVERRULE,"Not sustain, as an objection"
OVERRULE,"Reject"
OVERRULE,"Reverse a court decision"
OVERRULE,"Set aside"
OVERRULE,"Use veto power"
OVERRULE,"Veto"
OVERSALT,"Raise one's blood pressure, maybe"
OVERSALT,"Use too much sodium chloride"
OVERSEAS,"Abroad"
OVERSEAS,"Across the ocean"
OVERSEAS,"Far from home, perhaps"
OVERSEAS,"In Europe, say"
OVERSEEN,"Directed"
OVERSEEN,"Managed"
OVERSEEN,"Supervised"
OVERSEER,"Boss"
OVERSEER,"Foreman"
OVERSEER,"Foreperson"
OVERSEER,"Head"
OVERSEER,"Manager"
OVERSEER,"Plantation figure"
OVERSEER,"Simon Legree, e.g."
OVERSEER,"Supervisor"
OVERSEER,"Taskmaster"
OVERSEES,"Administers"
OVERSEES,"Captains"
OVERSEES,"Directs"
OVERSEES,"Heads"
OVERSEES,"Manages"
OVERSEES,"Quarterbacks"
OVERSEES,"Supervises"
OVERSELL,"Deliver too many pitches?"
OVERSELL,"Describe too glowingly"
OVERSELL,"Hawk aggressively"
OVERSELL,"Hype too much"
OVERSELL,"Pitch to excess"
OVERSELL,"Promise too much"
OVERSELL,"Push too hard, as an argument"
OVERSHOE,"Bad weather footwear"
OVERSHOE,"Boot, e.g."
OVERSHOE,"Boot, for one"
OVERSHOE,"Galosh"
OVERSHOE,"Rubber"
OVERSHOT,"Missed long"
OVERSHOT,"Threw too far"
OVERSHOT,"Went beyond"
OVERSHOT,"Went past"
OVERSHOT,"Went past the target"
OVERSHOT,"Went too far"
OVERSIZE,"Large"
OVERSIZE,"Larger than large"
OVERSIZE,"Like some loads"
OVERSIZE,"Like type in an easy-to-read book"
OVERSIZE,"More than large"
OVERSOLD,"Hyped to excess"
OVERSOLD,"Hyped too much"
OVERSOLD,"Like some airline flights"
OVERSOLD,"Made too many bookings"
OVERSOLD,"Peddled to a fault"
OVERSOLD,"Pitched too hard?"
OVERSOLD,"Promoted with too much enthusiasm"
OVERSOLD,"Vended more than intended"
OVERSPIN,"Tennis-shot effect"
OVERSTAY,"Hang around too long"
OVERSTAY,"Not leave soon enough"
OVERSTAY,"Remain too long"
OVERSTAY,"Wear out one's welcome"
OVERSTAY,"Wear out your welcome"
OVERSTEP,"Exceed"
OVERSTEP,"Exceed improperly"
OVERSTEP,"Exceed, in away"
OVERSTEP,"Go beyond"
OVERSTEP,"Go beyond the bounds"
OVERSTEP,"Go beyond the limit"
OVERSTEP,"Go beyond, as bounds"
OVERSTEP,"Go too far"
OVERSTEP,"Surpass, as one's bounds"
OVERSTEP,"To serve pot is to go too far"
OVERTAKE,"Catch"
OVERTAKE,"Catch up with"
OVERTAKE,"Catch up with and pass"
OVERTAKE,"Lap"
OVERTAKE,"Pass"
OVERTAKE,"Pull ahead of"
OVERTAKE,"Surpass"
OVERTASK,"Open question: Tax too much? (8)"
OVERTHEY,"Part 3 of the quotation"
OVERTIME,"""...care of business and working ___"" (BTO lyric)"
OVERTIME,"A second shift, possibly"
OVERTIME,"Extra period in the NFL"
OVERTIME,"Extra working hours"
OVERTIME,"Gradually"
OVERTIME,"How post-game dieters should lose weight?"
OVERTIME,"In due course"
OVERTIME,"It starts after the fourth quarter"
OVERTIME,"Pay over 8 hours, usually"
OVERTIME,"Paycheck booster"
OVERTIME,"Paycheck fattener"
OVERTIME,"Paycheck figure"
OVERTIME,"Paycheck upper"
OVERTIME,"Some extra hours"
OVERTIME,"Source of extra pay"
OVERTIME,"Source of more pay or more play"
OVERTIME,"Tie breaker"
OVERTIME,"Tie-breaking period"
OVERTIME,"Worker's additional income"
OVERTIME,"Worker's extra pay"
OVERTIRE,"Exhaust"
OVERTIRE,"Wear out to exhaustion"
OVERTONE,"Extra meaning"
OVERTONE,"Hint"
OVERTONE,"Implication"
OVERTONE,"Innuendo"
OVERTONE,"Insinuation"
OVERTONE,"Nuance"
OVERTONE,"Part of a harmonic series"
OVERTONE,"Secondary meaning"
OVERTONE,"Subsidiary meaning"
OVERTONE,"Suggestion"
OVERTOOK,"Caught"
OVERTOOK,"Got by"
OVERTOOK,"Passed"
OVERTOPS,"Outdoes"
OVERTURE,"*First track on many a Broadway album"
OVERTURE,"Famous part of Rossini's ""William Tell"""
OVERTURE,"Introductory offer"
OVERTURE,"It may be romantic"
OVERTURE,"Musical opening"
OVERTURE,"Musical piece"
OVERTURE,"Musical prologue"
OVERTURE,"Opera introduction"
OVERTURE,"Opera opener"
OVERTURE,"Operatic prelude"
OVERTURE,"Orchestral intro"
OVERTURE,"Proposal"
OVERTURE,"Score starter"
OVERTURE,"Theatrical opening"
OVERTURE,"What a latecomer might miss"
OVERTURE,"William Tell, for one"
OVERTURN,"Capsize"
OVERTURN,"REVO"
OVERTURN,"Subvert <--> basketball gaffe"
OVERURGE,"Press excessively"
OVERUSED,"Done to death"
OVERUSED,"Hackneyed"
OVERUSED,"Like some expressions"
OVERUSED,"Trite"
OVERUSES,"Employs too often, as a word"
OVERUSES,"Makes a cliché of, say"
OVERUSES,"Runs into the ground"
OVERUSES,"Says too often"
OVERUSES,"Strains, as a muscle"
OVERUSES,"Wears out"
OVERWITH,"Done"
OVERWORK,"Exhaust"
OVERWORK,"Use to excess"
OVIPOSIT,"Lay an egg"
OVIPOSIT,"Lay eggs, as a field cricket"
OVULATED,"Made an egg drop?"
OVULATED,"Made eggs?"
OVULATES,"Makes eggs, in a way"
OWCAPONE,"Ultra-sensitive gangster?"
OWEBEAUS,"Have bills from boyfriends?"
OWEMONEY,"Have debts"
OWEMONEY,"Run a tab"
OWLISHLY,"Acting like a night predator"
OWNCANOE,"Vessel for the independent?"
OWNINGUP,"Admitting (to)"
OWNINGUP,"Confessing"
OWNSUPTO,"Admits"
OXENFREE,"Part of a children's game call"
OXHEARTS,"Large, sweet cherries"
OXICLEAN,"Product pitched by Billy Mays"
OXIDATED,"Became rusty"
OXIDIZER,"Air, vis-a-vis wine"
OXIDIZES,"Develops rust"
OXIDIZES,"Gets rusty"
OXIDIZES,"Gets rusty, e.g."
OXIDIZES,"Rusts"
OXONIANS,"Cantabrigian's rivals"
OXONIANS,"Clinton and Blair, for two"
OXPECKER,"African bird related to the starling"
OXPECKER,"Bird feeding on parasitic ticks [2009]"
OXPECKER,"Bird that feeds on parasitic ticks"
OXTONGUE,"Kind of stew"
OXYGENIC,"Like some photosynthesis"
OXYGENIC,"Of a common element"
OXYMORON,"""Deafening silence,"" e.g."
OXYMORON,"""Definite maybe,"" e.g."
OXYMORON,"""Jumbo shrimp,"" e.g."
OXYMORON,"""Jumbo shrimp,"" for one"
OXYMORON,"""True Lies,"" literarily"
OXYMORON,"Alone together, e.g."
OXYMORON,"Civil war, e.g."
OXYMORON,"Clearly confused, e.g."
OXYMORON,"Contradiction in terms"
OXYMORON,"Deafening silence, e.g."
OXYMORON,"Elevated subway, e.g."
OXYMORON,"GUEST HOST"
OXYMORON,"Guest host, for example"
OXYMORON,"Head butt, e.g."
OXYMORON,"Hell's Angels, e.g."
OXYMORON,"Light heavyweight, e.g."
OXYMORON,"Microsoft Works, according to some"
OXYMORON,"Military intelligence, e.g., according to George Carlin"
OXYMORON,"Original copies, e.g."
OXYMORON,"Pretty ugly, e.g."
OXYMORON,"Thunderous silence, e.g."
OXYMORON,"Working vacation, e.g."
OYEZOYEZ,"Courtroom cry"
OYEZOYEZ,"Hearing noises?"
OYROGERS,"THE CLUMSY COWBOY?"
OYSTERED,"Hunted for bluepoints"
OYSTERED,"Worked the Delaware Bay, perhaps"
OYSTERER,"Worker in a bed"
OZONIZED,"Cleaned without chlorine"
OZONIZES,"Treats with a certain gas"
PACECARS,"Indy leaders"
PACECARS,"Indy sights since 1911"
PACECARS,"Indy speed-setters"
PACECARS,"Race-starter's vehicles (4,4)"
PACECARS,"Speed-setters at Indy"
PACECARS,"Track warm-up leaders"
PACESOFF,"Measures crudely"
PACHINKO,"Game resembling pinball"
PACHINKO,"Variety of pinball"
PACIFICA,"'04 Chrysler minivan/wagon crossover model"
PACIFIER,"Thumb substitute"
PACIFISM,"Dove's movement"
PACIFIST,"Cap turned backwards, one in good shape catches second no-hitter? (8)"
PACIFIST,"Conscientious objector"
PACIFIST,"He won't go to war"
PACKABAG,"Prepare for camp, say"
PACKABAG,"Prepare to hit the road, perhaps"
PACKAGED,"Bundled"
PACKAGED,"Combined conveniently for sale, as a tour"
PACKAGES,"FedEx deliveries"
PACKAGUN,"Carry heat"
PACKITIN,"Give up"
PACKITIN,"Quit"
PACKITIN,"Quit for the day"
PACKITIN,"Warm up the bus"
PACKMULE,"Prospector's laborer"
PACKRATS,"Ardent savers"
PACKRATS,"Chronic keepers"
PACKRATS,"Collectors"
PACKRATS,"Collectors of useless items"
PACKRATS,"Collectors, informally"
PACKRATS,"Hoarders"
PACKRATS,"Obsessive savers"
PACKRATS,"Saving souls?"
PACKRATS,"Serious savers"
PACKRATS,"They hold on to things"
PACKTENT,"Portable shelter"
PACMANIA,"1987 3-D arcade game sequel"
PADDEDUP,"Got ready for skateboarding"
PADDLERS,"Canoe operators"
PADDLERS,"Canoeists"
PADDOCKS,"Areas for racehorses"
PADDOCKS,"Racetrack areas"
PADDOCKS,"Stable enclosures"
PADLOCKS,"Chain securers"
PADLOCKS,"Secures, in a way"
PADLOCKS,"Some need combinations to open them"
PADLOCKS,"Students' security devices"
PADRONES,"Bosses"
PAESANOS,"Fellow countrymen"
PAGANINI,"""Carnival of Venice"" violinist"
PAGANINI,"""Moto Perpetuo"" composer"
PAGANINI,"""Perpetual Motion"" composer"
PAGANINI,"""Witches' Dance"" composer Niccolo"
PAGANINI,"19th-century Italian violin virtuoso"
PAGANINI,"Composer for whom an annual violin competition is named"
PAGANINI,"Genoan musical debutant, 1793"
PAGANINI,"Noted Italian violinist"
PAGANINI,"Violin virtuoso"
PAGANINI,"Violinist Niccolo"
PAGANINI,"Violinist Nicolo"
PAGANINI,"Violinist and heathen in one"
PAGANISM,"Polytheistic creed"
PAGANISM,"Primitive practice"
PAGANISM,"State religion under Emperor Julian"
PAGANIST,"Shaman worshiper, e.g."
PAGANIST,"Wiccan, e.g."
PAGEANTS,"Beauty contests"
PAGEANTS,"Elaborate exhibitions"
PAGEANTS,"Elaborate spectacles"
PAGEBOYS,"Certain hairstyles"
PAGEBOYS,"Women's hairstyles"
PAGEDOWN,"Computer key"
PAGEDOWN,"Computer scrolling key"
PAGEDOWN,"It's a key to what's underneath"
PAGEDOWN,"Scroll key on a computer"
PAGERANK,"Subject of search engine optimization"
PAGHETTI,"It might be served Bolognese"
PAGINAED,"Made book marks?"
PAGINATE,"Add numbers to, say"
PAGINATE,"Number, in a way"
PAGOPAGO,"American Samoa capital"
PAGOPAGO,"American Samoa's capital"
PAGOPAGO,"Capital of American Samoa"
PAGOPAGO,"Come again to get to this Samoan town"
PAGOPAGO,"Hawaiian Airlines destination"
PAGOPAGO,"Port in American Samoa"
PAGOPAGO,"Port of American Samoa"
PAGOPAGO,"Samoan city"
PAGOPAGO,"Tutuila harbor"
PAGOPAGO,"U.S. naval base until 1951"
PAHLAVIS,"Former Iranian gold coins"
PAIDLEFT,"Professional liberals?"
PAIDRENT,"Was a tenant"
PAINFREE,"What a person might be after acupuncture treatments"
PAINFREE,"What some killers promise to make you?"
PAINFREE,"With all the hassle removed"
PAINLESS,"Easy"
PAINLESS,"Not difficult"
PAINLESS,"Not distressful"
PAINLESS,"Sans discomfort"
PAINLESS,"Word that often appears in dentists' ads"
PAINPILL,"Anodyne"
PAINTBOX,"Kit for a kid"
PAINTCAN,"Acrylic container"
PAINTCAN,"Coating container?"
PAINTCAN,"Container often found on move-in day"
PAINTCAN,"Enamel container"
PAINTCAN,"It might be pint-sized"
PAINTCAN,"Latex container"
PAINTCAN,"Place for a brush"
PAINTERS,"House coaters"
PAINTERS,"Monet and Manet"
PAINTERS,"Mooring ropes"
PAINTERS,"Oil men?"
PAINTERS,"Oil workers?"
PAINTERS,"Palette users"
PAINTERS,"Van Gogh and Grandma Moses"
PAINTGUN,"Roller alternative"
PAINTGUN,"Sprayer of coats?"
PAINTGUN,"War games weapon"
PAINTING,"Art and I breathing hard outside (8)"
PAIREDUP,"Became partners"
PAIREDUP,"Matched"
PAIREDUP,"Ready to board the Ark"
PAIREDUP,"Ready to board the Ark, say"
PAIREDUP,"Split into groups of two"
PAIRINGS,"Tournament matchups"
PAIRINGS,"Tourney matchups"
PAIROARS,"Shells propelled by two rowers"
PAIRWISE,"Two by two"
PAISANOS,"Compatriots"
PAISANOS,"Friends from the old country"
PAISANOS,"Good buddies"
PAISANOS,"Italian pals"
PAISANOS,"Pals"
PAJAMAED,"Apt adjective for Hugh Hefner"
PAJAMAED,"In certain nightwear"
PAKETTLE,"Farmer in a '40s-'50s film series"
PAKISTAN,"1992 champs at the Cricket World Cup"
PAKISTAN,"Commonwealth member beginning in 1947"
